yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
1976,TEX,AL,barkele01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1977,TEX,AL,barkele01,15,3,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
1978,TEX,AL,barkele01,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
1979,CLE,AL,barkele01,29,19,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
1980,CLE,AL,barkele01,36,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
1981,CLE,AL,barkele01,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
1982,CLE,AL,barkele01,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
1983,ATL,NL,barkele01,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1983,CLE,AL,barkele01,24,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
1984,ATL,NL,barkele01,21,20,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0
1985,ATL,NL,barkele01,20,18,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
1987,ML4,AL,barkele01,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
1960,BAL,AL,barkera01,5,0,5,1,0,0,0,0,0,0,1,0,0,1,0,5,0
1965,CLE,AL,barkera01,11,0,11,3,0,0,3,0,0,0,0,0,0,0,0,8,0
1965,NYA,AL,barkera01,98,44,98,64,0,0,61,0,3,0,0,0,0,0,0,44,0
1966,NYA,AL,barkera01,61,14,61,47,0,0,47,0,0,0,0,0,0,0,0,12,14
1967,NYA,AL,barkera01,17,4,17,13,0,0,13,0,0,0,0,0,0,0,0,4,4
1999,CHN,NL,barkeri01,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,barkese01,3,0,3,2,0,0,0,0,0,0,1,1,0,2,0,2,0
1998,BOS,AL,barklbr01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1984,CLE,AL,barklje01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1985,CLE,AL,barklje01,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
1937,SLA,AL,barklre01,31,31,31,31,0,0,0,31,0,0,0,0,0,0,0,0,0
1939,BSN,NL,barklre01,12,4,12,11,0,0,0,0,4,7,0,0,0,0,0,0,1
1943,BRO,NL,barklre01,20,15,20,18,0,0,0,0,0,18,0,0,0,0,0,0,2
1884,TL1,AA,barklsa01,104,,104,,0,2,0,103,0,0,0,0,0,0,0,,
1885,SL4,AA,barklsa01,106,,106,,0,0,11,96,0,0,0,0,0,0,0,,
1886,PT1,AA,barklsa01,122,,122,,0,0,2,112,0,0,8,0,0,8,0,,
1887,PIT,NL,barklsa01,89,,89,,0,0,53,36,0,0,0,0,0,0,0,,
1888,KC2,AA,barklsa01,116,,116,,0,0,0,116,0,0,0,0,0,0,0,,
1889,KC2,AA,barklsa01,45,,45,,0,0,4,41,0,0,0,0,0,0,0,,
1975,SLN,NL,barlomi01,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1976,HOU,NL,barlomi01,16,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
1977,CAL,AL,barlomi01,20,1,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
1978,CAL,AL,barlomi01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1979,CAL,AL,barlomi01,35,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
1980,TOR,AL,barlomi01,40,1,1,40,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,TOR,AL,barlomi01,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
1872,BR2,NA,barloto01,36,36,36,36,0,35,0,0,1,4,0,0,0,0,0,0,0
1873,BR2,NA,barloto01,55,,55,,0,55,0,1,0,1,0,0,0,0,0,,
1874,HR1,NA,barloto01,32,32,32,32,0,0,0,0,0,32,0,0,0,0,0,0,0
1875,BR2,NA,barloto01,1,,1,,0,0,0,1,0,0,0,0,0,0,0,,
1875,NH1,NA,barloto01,1,,1,,0,0,0,0,0,1,0,0,0,0,0,,
1953,WS1,AL,barmebr01,5,0,5,1,0,0,0,0,0,0,0,0,1,1,0,4,0
2003,COL,NL,barmecl01,12,8,12,12,0,0,0,0,0,12,0,0,0,0,0,0,1
2004,COL,NL,barmecl01,20,17,20,18,0,0,0,9,0,9,0,0,0,0,0,1,1
2005,COL,NL,barmecl01,81,78,81,80,0,0,0,0,0,80,0,0,0,0,0,1,0
2006,COL,NL,barmecl01,131,122,131,127,0,0,0,4,0,125,0,0,0,0,0,6,2
2007,COL,NL,barmecl01,27,6,27,18,0,0,0,5,1,8,0,5,0,5,0,11,4
2008,COL,NL,barmecl01,107,91,107,101,0,0,0,61,13,36,0,0,1,1,0,7,3
2009,COL,NL,barmecl01,154,142,154,152,0,0,0,139,0,16,0,0,0,0,0,4,1
2010,COL,NL,barmecl01,133,108,133,131,0,0,0,88,1,47,0,0,0,0,0,4,2
2011,HOU,NL,barmecl01,123,120,123,122,0,0,0,0,0,122,0,0,0,0,0,1,0
2012,PIT,NL,barmecl01,144,135,144,143,0,0,1,0,0,142,0,0,0,0,0,2,1
2013,PIT,NL,barmecl01,108,91,108,106,0,0,0,0,0,106,0,0,0,0,0,4,0
2014,PIT,NL,barmecl01,48,26,48,44,0,0,2,14,2,27,0,0,0,0,0,4,4
2015,SDN,NL,barmecl01,98,51,98,89,0,0,1,0,0,89,0,0,0,0,0,26,3
1937,PHA,AL,barnaba01,14,10,14,10,0,0,1,0,0,0,9,0,0,9,0,4,0
1938,PHA,AL,barnaba01,9,7,9,7,0,0,0,0,0,0,4,0,3,7,0,2,0
1941,NY1,NL,barnaba01,10,10,10,10,0,0,0,0,0,0,2,0,8,10,0,0,0
1942,NY1,NL,barnaba01,104,84,104,89,0,0,0,0,0,0,88,0,1,89,0,14,0
1943,BOS,AL,barnaba01,30,29,30,29,0,0,0,0,0,0,29,0,0,29,0,1,0
1943,NY1,NL,barnaba01,40,30,40,31,0,0,0,0,0,0,31,0,0,31,0,4,0
1927,CHA,AL,barnach01,18,4,18,17,17,0,0,0,0,0,0,0,0,0,0,1,0
1928,CHA,AL,barnach01,11,2,11,7,7,0,0,0,0,0,0,0,0,0,0,4,0
2015,LAN,NL,barneau01,20,8,20,13,0,11,0,1,1,0,0,0,0,0,0,6,3
2016,LAN,NL,barneau01,21,7,21,16,0,9,0,7,1,0,0,0,0,0,0,8,1
2017,LAN,NL,barneau01,102,53,102,76,0,55,0,21,1,0,0,0,0,0,1,34,0
1884,SPU,UA,barnebi01,8,,8,,0,0,0,0,0,0,0,8,0,8,0,,
1924,CHA,AL,barnebo01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1990,MON,NL,barnebr01,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1991,MON,NL,barnebr01,28,27,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
1992,MON,NL,barnebr01,21,17,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0
1993,MON,NL,barnebr01,52,8,52,52,52,0,0,0,0,0,0,0,0,0,0,1,0
1994,CLE,AL,barnebr01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1994,LAN,NL,barnebr01,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2012,HOU,NL,barnebr02,43,24,43,37,0,0,0,0,0,0,1,32,5,37,0,9,0
2013,HOU,AL,barnebr02,136,115,136,134,0,0,0,0,0,0,8,116,13,134,0,5,6
2014,COL,NL,barnebr02,132,55,132,74,0,0,0,0,0,0,18,5,55,74,1,67,1
2015,COL,NL,barnebr02,106,67,106,97,0,0,0,0,0,0,75,11,21,97,0,13,3
2016,COL,NL,barnebr02,48,20,48,43,0,0,0,0,0,0,29,13,2,43,0,11,1
2010,CHN,NL,barneda01,30,18,30,26,0,0,0,10,6,11,0,0,0,0,0,5,2
2011,CHN,NL,barneda01,143,128,143,139,0,0,0,135,0,5,0,0,0,0,0,8,0
2012,CHN,NL,barneda01,156,147,156,155,0,0,0,155,0,3,0,0,0,0,0,4,1
2013,CHN,NL,barneda01,141,139,141,141,0,0,0,141,0,0,0,0,0,0,0,1,0
2014,CHN,NL,barneda01,72,55,72,67,0,0,0,67,0,0,0,0,0,0,0,7,0
2014,LAN,NL,barneda01,22,6,22,14,0,0,0,12,0,2,0,0,0,0,0,11,0
2015,LAN,NL,barneda01,2,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0
2015,TOR,AL,barneda01,15,6,15,15,0,0,0,15,0,0,0,0,0,0,0,0,1
2016,TOR,AL,barneda01,104,77,104,97,1,0,0,40,32,25,5,0,0,5,0,8,6
2017,TOR,AL,barneda01,129,96,129,122,0,0,0,73,44,10,4,0,0,4,3,18,5
2016,TOR,AL,barneda02,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,barneda02,60,0,4,60,60,0,0,0,0,0,0,0,0,0,0,0,0
1915,NYA,AL,barneed01,11,10,11,10,0,0,0,0,0,0,3,7,0,10,0,1,0
1915,PIT,NL,barneed01,32,25,32,26,0,0,0,0,0,0,2,22,2,26,0,6,0
1916,PIT,NL,barneed01,45,38,45,40,0,0,0,0,0,0,20,20,0,40,0,6,0
1923,PIT,NL,barneep01,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1924,PIT,NL,barneep01,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1929,DET,AL,barnefr01,4,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1930,NYA,AL,barnefr01,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1957,SLN,NL,barnefr02,4,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1
1958,SLN,NL,barnefr02,13,1,13,8,8,0,0,0,0,0,0,0,0,0,0,0,5
1960,SLN,NL,barnefr02,4,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1926,NYA,AL,barneho01,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,MIL,NL,barneja01,27,0,24,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIL,NL,barneja01,73,0,68,73,73,0,0,0,0,0,0,0,0,0,0,0,0
1915,BSN,NL,barneje01,9,3,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1916,BSN,NL,barneje01,33,18,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0
1917,BSN,NL,barneje01,53,33,53,50,50,0,0,0,0,0,0,0,0,0,0,3,0
1918,NY1,NL,barneje01,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1919,NY1,NL,barneje01,46,34,46,38,38,0,0,0,0,0,0,0,0,0,0,7,1
1920,NY1,NL,barneje01,45,34,45,43,43,0,0,0,0,0,0,0,0,0,0,1,0
1921,NY1,NL,barneje01,42,31,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0
1922,NY1,NL,barneje01,37,29,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
1923,BSN,NL,barneje01,31,23,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1923,NY1,NL,barneje01,12,4,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0
1924,BSN,NL,barneje01,37,32,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
1925,BSN,NL,barneje01,32,28,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
1926,BRO,NL,barneje01,31,24,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1927,BRO,NL,barneje01,18,10,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2000,MIN,AL,barnejo01,11,11,11,11,0,0,0,0,0,0,2,2,8,11,0,0,0
2001,MIN,AL,barnejo01,9,6,9,9,0,0,0,0,0,0,3,0,6,9,0,0,0
1934,CIN,NL,barneju01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2001,ANA,AL,barnela01,16,10,16,16,0,0,16,0,0,0,1,0,0,1,0,1,0
2003,LAN,NL,barnela01,30,5,30,10,0,0,8,0,0,0,2,0,0,2,1,19,2
1972,NYN,NL,barnelu01,24,18,24,20,0,0,0,14,0,6,0,0,0,0,0,3,2
1973,NYN,NL,barnelu01,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2014,BOS,AL,barnema01,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2015,BOS,AL,barnema01,32,2,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2016,BOS,AL,barnema01,62,0,2,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2017,BOS,AL,barnema01,70,0,4,70,70,0,0,0,0,0,0,0,0,0,0,0,0
1927,WS1,AL,barnere01,3,2,3,3,0,0,0,0,0,0,0,1,2,3,0,1,0
1928,WS1,AL,barnere01,114,102,114,104,0,0,0,0,0,0,10,94,1,104,0,3,0
1929,WS1,AL,barnere01,72,21,72,30,0,0,0,0,0,0,9,13,9,30,0,41,1
1930,CHA,AL,barnere01,85,67,85,72,0,0,0,0,0,0,1,71,0,72,0,12,0
1930,WS1,AL,barnere01,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1943,BRO,NL,barnere02,9,8,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1946,BRO,NL,barnere02,16,9,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
1947,BRO,NL,barnere02,28,9,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
1948,BRO,NL,barnere02,44,34,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0
1949,BRO,NL,barnere02,38,20,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0
1950,BRO,NL,barnere02,20,1,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
1982,CHA,AL,barneri01,6,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1983,CLE,AL,barneri01,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1871,BS1,NA,barnero01,31,31,31,31,0,0,0,16,0,15,0,0,0,0,0,0,0
1872,BS1,NA,barnero01,45,45,45,45,0,0,0,45,0,0,0,0,0,0,0,0,0
1873,BS1,NA,barnero01,60,,60,,0,0,0,47,13,0,0,0,0,0,0,,
1874,BS1,NA,barnero01,51,51,51,51,0,0,0,51,0,0,1,0,0,1,0,0,0
1875,BS1,NA,barnero01,78,,78,,0,0,0,76,0,2,3,0,0,3,0,,
1876,CHN,NL,barnero01,66,,66,,1,0,0,66,0,0,0,0,0,0,0,,
1877,CHN,NL,barnero01,22,,22,,0,0,0,22,0,0,0,0,0,0,0,,
1879,CN1,NL,barnero01,77,,77,,0,0,0,16,0,61,0,0,0,0,0,,
1881,BSN,NL,barnero01,69,,69,,0,0,0,7,0,63,0,0,0,0,0,,
1921,DET,AL,barnesa01,7,2,7,2,0,0,0,2,0,0,0,0,0,0,0,2,3
2012,CLE,AL,barnesc01,16,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2013,CLE,AL,barnesc01,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1983,CIN,NL,barnesk01,15,8,15,14,0,0,7,0,7,0,0,0,0,0,0,3,1
1984,CIN,NL,barnesk01,32,8,32,13,0,0,0,0,11,0,3,0,0,3,0,17,4
1985,MON,NL,barnesk01,19,3,19,8,0,0,1,0,4,0,1,0,2,3,0,10,2
1987,SLN,NL,barnesk01,4,0,4,1,0,0,0,0,1,0,0,0,0,0,0,3,0
1989,CIN,NL,barnesk01,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2
1991,DET,AL,barnesk01,75,36,75,63,0,0,9,7,17,0,13,5,17,33,3,15,15
1992,DET,AL,barnesk01,95,39,95,76,0,0,17,7,39,0,4,6,5,15,7,20,20
1993,DET,AL,barnesk01,84,38,84,66,0,0,27,10,13,2,12,0,6,18,13,19,13
1994,DET,AL,barnesk01,24,2,24,18,0,0,15,0,0,0,4,0,0,4,1,5,10
2016,TEX,AL,barneto01,53,0,2,53,53,0,0,0,0,0,0,0,0,0,0,0,0
2017,TEX,AL,barneto01,50,0,3,50,50,0,0,0,0,0,0,0,0,0,0,0,0
1919,NY1,NL,barnevi01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1920,NY1,NL,barnevi01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1922,NY1,NL,barnevi01,22,2,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
1923,NY1,NL,barnevi01,22,1,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
1924,NY1,NL,barnevi01,35,29,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0
1925,NY1,NL,barnevi01,32,27,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
1926,NY1,NL,barnevi01,31,25,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1927,NY1,NL,barnevi01,35,29,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0
1928,BSN,NL,barnevi01,16,10,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
1928,NY1,NL,barnevi01,10,9,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1920,PIT,NL,barnhcl01,12,12,12,12,0,0,0,0,12,0,0,0,0,0,0,0,0
1921,PIT,NL,barnhcl01,124,114,124,117,0,0,0,0,117,0,0,0,0,0,0,8,1
1922,PIT,NL,barnhcl01,75,50,75,56,0,0,0,0,30,0,5,0,21,26,0,23,0
1923,PIT,NL,barnhcl01,114,81,114,92,0,0,0,0,0,0,0,0,92,92,0,22,0
1924,PIT,NL,barnhcl01,102,85,102,88,0,0,0,0,0,0,0,0,88,88,0,14,0
1925,PIT,NL,barnhcl01,142,137,142,137,0,0,0,0,0,0,137,0,0,137,0,5,0
1926,PIT,NL,barnhcl01,76,54,76,61,0,0,0,0,0,0,54,0,8,61,0,8,0
1927,PIT,NL,barnhcl01,108,92,108,94,0,0,0,0,0,0,94,0,0,94,0,16,0
1928,PIT,NL,barnhcl01,61,45,61,49,0,0,0,0,1,0,45,0,4,48,0,6,0
1924,SLA,AL,barnhed01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1928,CLE,AL,barnhle01,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1930,CLE,AL,barnhle01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,CIN,NL,barnhtu01,21,14,21,20,0,20,0,0,0,0,0,0,0,0,0,1,0
2015,CIN,NL,barnhtu01,81,67,81,74,0,73,0,0,0,0,0,0,1,1,0,9,0
2016,CIN,NL,barnhtu01,115,106,115,108,0,108,0,0,0,0,0,0,0,0,0,9,0
2017,CIN,NL,barnhtu01,121,105,121,110,0,110,0,0,0,0,0,0,0,0,0,12,1
1944,PIT,NL,barnhvi01,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1945,PIT,NL,barnhvi01,71,53,71,64,0,0,0,0,4,60,0,0,0,0,0,1,5
1946,PIT,NL,barnhvi01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1874,HR1,NA,barnibi01,45,44,45,45,0,29,0,0,0,1,0,4,25,29,0,0,0
1875,KEO,NA,barnibi01,10,,10,,0,3,0,0,0,0,0,3,4,7,0,,
1875,NY2,NA,barnibi01,9,,9,,0,6,0,0,0,0,0,1,2,3,0,,
1883,BL2,AA,barnibi01,17,,17,,0,13,0,0,0,1,0,0,6,6,0,,
1886,BL2,AA,barnibi01,2,,2,,0,1,0,0,0,0,0,1,0,1,0,,
1939,BSN,NL,barnige01,6,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1940,BSN,NL,barnige01,13,2,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
1941,BSN,NL,barnige01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1965,BAL,AL,barnoed01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1966,BAL,AL,barnoed01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2006,MIL,NL,barnwch01,13,5,13,10,0,0,0,3,3,5,0,0,0,0,0,2,1
1982,CHA,AL,barojsa01,61,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0
1983,CHA,AL,barojsa01,52,0,2,52,52,0,0,0,0,0,0,0,0,0,0,0,0
1984,CHA,AL,barojsa01,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
1984,SEA,AL,barojsa01,19,14,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
1985,SEA,AL,barojsa01,17,4,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
1988,PHI,NL,barojsa01,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,baronda01,16,6,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
1960,PIT,NL,barondi01,3,1,3,2,0,0,0,0,0,2,0,0,0,0,0,0,1
2015,SEA,AL,baronst01,4,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0
1961,CHN,NL,barracu01,10,9,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0
1962,CHN,NL,barracu01,58,41,58,55,0,55,0,0,0,0,0,0,0,0,0,9,0
1963,CHN,NL,barracu01,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1979,KCA,AL,barrage01,5,1,5,2,0,0,0,1,1,0,0,0,0,0,1,0,4
1980,KCA,AL,barrage01,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1981,CIN,NL,barrage01,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3
1982,CIN,NL,barrage01,46,3,46,6,0,0,0,6,0,0,0,0,0,0,0,41,1
2015,MIA,NL,barraky01,25,0,24,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2016,MIA,NL,barraky01,75,0,72,75,75,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIA,NL,barraky01,66,0,62,66,66,0,0,0,0,0,0,0,0,0,0,0,0
1883,PT1,AA,barrbo01,37,,37,,26,0,4,0,1,0,0,7,7,14,0,,
1884,IN2,AA,barrbo01,18,,18,,16,0,0,0,0,0,0,1,1,2,0,,
1884,WS7,AA,barrbo01,39,,39,,32,0,2,0,0,0,1,4,0,5,0,,
1886,WS8,NL,barrbo01,23,,23,,23,0,0,0,0,0,0,0,0,0,0,,
1890,RC2,AA,barrbo01,57,,57,,57,0,0,0,0,0,0,0,0,0,0,,
1891,NY1,NL,barrbo01,5,,5,,5,0,0,0,0,0,0,0,0,0,0,,
1935,BRO,NL,barrbo02,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1872,BR2,NA,barre01,7,7,7,7,0,0,0,0,0,0,7,0,0,7,0,0,0
2014,WAS,NL,barreaa01,50,0,46,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2015,WAS,NL,barreaa01,40,0,37,40,40,0,0,0,0,0,0,0,0,0,0,0,0
1871,FW1,NA,barrebi01,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1872,WS3,NA,barrebi01,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1873,BL1,NA,barrebi01,1,,1,,0,0,0,0,0,1,0,0,1,1,0,,
1921,PHA,AL,barrebi02,14,6,14,13,4,0,1,1,2,8,0,0,0,0,0,1,0
1923,CHA,AL,barrebi02,44,42,44,42,0,0,0,0,1,0,38,4,0,41,0,2,0
1924,CHA,AL,barrebi02,120,103,120,113,0,0,0,0,8,79,25,3,0,28,0,6,0
1925,CHA,AL,barrebi02,81,54,81,74,0,0,0,42,4,3,3,1,23,27,0,18,0
1926,CHA,AL,barrebi02,111,95,111,103,0,0,2,0,0,0,1,0,101,101,0,7,0
1927,CHA,AL,barrebi02,147,146,147,147,0,0,0,0,0,0,0,12,136,147,0,0,0
1928,CHA,AL,barrebi02,77,54,77,62,0,0,0,25,0,0,4,1,33,38,0,13,2
1929,BOS,AL,barrebi02,111,100,111,110,0,0,0,0,1,0,1,11,101,109,0,1,0
1929,CHA,AL,barrebi02,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1930,BOS,AL,barrebi02,6,3,6,5,0,0,0,0,0,0,0,0,5,5,0,2,0
1930,WS1,AL,barrebi02,5,0,5,1,0,0,0,0,0,0,0,0,1,1,0,4,0
1923,CHN,NL,barrebo01,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1924,CHN,NL,barrebo01,54,31,54,43,0,0,10,25,8,0,0,0,0,0,0,11,0
1925,BRO,NL,barrebo01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1925,CHN,NL,barrebo01,14,6,14,10,0,0,0,4,6,0,0,0,0,0,0,5,0
1927,BRO,NL,barrebo01,100,93,100,97,0,0,0,0,97,0,0,0,0,0,0,3,0
1929,BOS,AL,barrebo01,68,23,68,41,0,0,4,2,34,0,1,0,0,1,0,27,0
1933,PHA,AL,barredi01,15,7,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
1934,BSN,NL,barredi01,15,3,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
1943,CHN,NL,barredi01,15,4,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
1943,PHI,NL,barredi01,23,20,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0
1944,PHI,NL,barredi01,37,28,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
1945,PHI,NL,barredi01,36,30,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0
1939,SLN,NL,barrefr01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1944,BOS,AL,barrefr01,38,2,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0
1945,BOS,AL,barrefr01,37,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
1946,BSN,NL,barrefr01,23,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0
1950,PIT,NL,barrefr01,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,OAK,AL,barrefr02,25,16,25,20,0,0,0,10,0,11,0,0,0,0,2,3,3
2016,ARI,NL,barreja01,68,0,65,68,68,0,0,0,0,0,0,0,0,0,0,0,0
2017,ARI,NL,barreja01,28,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
1899,CIN,NL,barreji01,26,,26,,0,0,0,0,0,0,3,0,23,26,0,,
1900,CIN,NL,barreji01,137,,137,,0,0,0,0,0,0,0,115,22,137,0,,
1901,DET,AL,barreji01,135,,135,135,0,0,0,0,0,0,0,135,0,135,,,
1902,DET,AL,barreji01,136,,136,136,0,0,0,0,0,0,0,136,0,136,,,
1903,DET,AL,barreji01,136,,136,136,0,0,0,0,0,0,0,136,0,136,,,
1904,DET,AL,barreji01,162,,162,162,0,0,0,0,0,0,0,162,0,162,,,
1905,DET,AL,barreji01,20,,20,20,0,0,0,0,0,0,0,18,0,18,,,
1906,CIN,NL,barreji01,5,,5,5,0,0,0,0,0,0,0,0,4,4,,,
1907,BOS,AL,barreji01,106,,106,106,0,0,0,0,0,0,96,3,0,99,,,
1908,BOS,AL,barreji01,3,,3,3,0,0,0,0,0,0,0,2,0,2,,,
1942,PIT,NL,barrejo01,111,85,111,94,0,0,0,0,0,0,15,6,74,94,0,9,1
1943,PIT,NL,barrejo01,130,64,130,99,0,0,0,0,0,0,4,3,92,99,0,16,5
1944,PIT,NL,barrejo01,149,143,149,147,0,0,0,0,0,0,1,66,93,147,0,2,0
